"name","industry_label_list","revenue","netIncome","equity","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Tenon Limited","Construction","7.4E8",,,1300,"",,"","",,""
"LCL S.A.","Financial services","3.43E9",,,20900,"",,"","",,""
"LPL Financial","Financial services","5.9E9",,,4658,"",,"","",,""
"Lansing Trade Group, LLC","Commodity","4.81E9",,,500,"",,"","",,""
"The Attachmate Group","Software","1.2E9",,,4000,"",,"","",,""
"The Bountiful Company","Retail","3.0E9",,,13000,"",,"","",,""
"Woolworths Group (Australia)","Retail","6.367E10",,,215000,"",,"","",,""
"Wpromote","Online advertising,Search engine optimization","5.0E7",,,600,"",,"","",,""
"Wuzheng","Automotive industry","2.3E9",,,14000,"",,"","",,""
"Wilo","Manufacturing","1477.0",,,7749,"",,"","",,""
"Wimm-Bill-Dann Foods","Dairy","2.18E9",,,18485,"",,"","",,""
"Winton Group","Hedge fund","2.67E8",,,175,"",,"","",,""
"Wyman-Gordon","Manufacturing","7.529E8",,,2500,"",,"","",,""
"YDUQS","Higher education","1.0E9",,,13548,"",,"","",,""
"The Hershey Company","Food processing","8.0E9","1.5E9","1.72E9",16140,"Hershey,Hershey (Pennsilvània),Hershey (Pennsylvania),Hershey (Pennsylvanie),Hershey (Pensilvania),Hershey (Pensilvânia),Hershey (Pensylwania),Hershey, Pennsylvania,Pennsilvània,Pennsylvania,Pennsylvanie,Pensilvania,Pensilvanio,Pensilvânia,Pensylvánie,Pensylwania,Πενσυλβάνια,Герші (Пенсільванія),Пенсильвания,Пенсільванія,بنسيلفانيا,هرشي,ペンシルベニア州,宾夕法尼亚州,赫爾希鎮,펜실베이니아주,허시 (펜실베이니아주)","HSY",",NYSE:HSY,S&P 500 Component","Michele Buck",1894-02-08,"1894-02-08"
"Xenia Hotels & Resorts","Real estate investment trust","1.149E9",,,48,"",,"","",,""
"Xero (company)","Software as a service","8.488E8",,,3642,"",,"","",,""
"Xilinx","Integrated circuit","3.16E9",,,4891,"",,"","",,""
"Xperi","Technology company","8.92E8",,,1850,"",,"","",,""
"Kier Group","Civil engineering,Construction,Property management","3475.0",,,20064,"",,"","",,""
"Rubycon Corporation","Electronics","4.427E10",,,2734,"",,"","",,""
"Ryerson (company)","Steel","3.167E9",,,3600,"",,"","",,""
"PTV AG","Software","1.16E8",,,900,"",,"","",,""
"SDL plc","Component content management system,Digital asset management,Language localisation,Professional services,Software","3.763E8",,,4242,"",,"","",,""
"IQMS","Software","5.35E7",,,312,"",,"","",,""
"Rumo Logística","Logistics","1.7E9",,,8500,"",,"","",,""
"Roussel Uclaf","Pharmaceutical industry","3.01E9",,,8409,"",,"","",,""
"Royal Netherlands Aerospace Centre","Aerospace","7.6E7",,,650,"",,"","",,""
"Wyndham Capital Mortgage","Finance","4.44E7",,,650,"",,"","",,""
"Allergan","Pharmaceutical industry","1.6089E10",,,17800,"",,"","",,""
"PJT Partners","Investment banking","1.05E9",,,700,"",,"","",,""
"Royal Mint","Coin","5.06E8",,,900,"",,"","",,""
"Xstrata","Metal","3.1618E10",,,35000,"",,"","",,""
"Alpiq","Electric utility","6.078E9",,,1258,"",,"","",,""
"Alteryx","Software","4.18E8",,,1450,"",,"","",,""
"Altice (company)","Mass media,Telecommunications","2.54E9",,,47143,"",,"","",,""
"Amadeus IT Group","Travel technology","5.578E9",,,19000,"",,"","",,""
"American President Lines","Containerization","4.6E9",,,5000,"",,"","",,""
"Alphabet Inc.","Conglomerate (company)","2.576E11","7.6E10","2.516E11",156301,"Mountain View,Mountain View (California),Mountain View (Californie),Mountain View (Kalifornia),Mountain View (Kalifornio),Mountain View (Santa Clara County),Mountain View (Santa Clara County, Kalifornien),Mountain View (comtat de Santa Clara),Mountain View (condado de Santa Clara),Mountain View (hrabstwo Santa Clara),Mountain View, California,Mountain View, Kalifornien,Маунтин-Вью (Калифорния),Маунтін-В'ю,ماونتن فيو (كاليفورنيا),マウンテンビュー,山景城 (加利福尼亚州),마운틴뷰 (캘리포니아주)","GOOG",",Nasdaq-100 components,Nasdaq:,S&P 100 components,S&P 500 components","John L. Hennessy,John LeRoy Hennessy,Ruth Porat,Sundar Pichai,Джон Лерой Геннессі,Пичаи, Сундар,Сундар Пічаї,Хеннесси, Джон Лерой,جون هينيسي,ساندر بيتشاي,サンダー・ピチャイ,ジョン・ヘネシー,孙达尔·皮柴,約翰·軒尼詩,露絲·波拉特,선다 피차이,존 L. 헤네시",2015-10-02,"2015-10-02"
"American Express","Bank,Financial services","4.366E10",,,63700,"",,"","",,""
"American International Group","Financial services","52.06",,,49600,"",,"","",,""
"Alpek","Chemical substance","6.5E9",,,4500,"",,"","",,""
"American Hotel Register Company","Hospitality","5.0E8",,,900,"",,"","",,""
"Bergenshalvøens Kommunale Kraftselskap","Electric utility","3554.0",,,1200,"",,"","",,""
"Benchmark Electronics","Electronics manufacturing services","2.253E9",,,20000,"",,"","",,""
"Benevity","Cloud computing,Software,Software as a service","1.0E8",,,650,"",,"","",,""
"Berkshire Hathaway","Conglomerate (company)","2.455E11",,,360000,"",,"","",,""
"Chegg","Education,Online shopping","6.4434E8",,,1941,"",,"","",,""
"Chevron Lubricants Lanka","Material","1.1637381476E10",,,75,"",,"","",,""
"Anixter","Distribution (marketing)","6.147E9",,,9400,"",,"","",,""
"ADAS (company)","Environmental consulting","31.0",,,450,"",,"","",,""
"Belgian Investment Company for Developing Countries","Financial services","7.53E7",,,67,"",,"","",,""
"China Steel","Steel","1.777E11",,,9071,"",,"","",,""
"Foxconn","Electronics industry","5.33E12",,,1290000,"",,"","",,""
"Frasers Group","Cosmetic industry,Electronics industry,Footwear,Retail,Sports equipment,Textile industry","3625.0",,,26496,"",,"","",,""
"Fredrikstad Energi","Electric utility","9.2E8",,,129,"",,"","",,""
"Fresenius (company)","Health care","3.6277E10",,,311269,"",,"","",,""
"Frontier Airlines","Airline","2.06E9",,,5481,"",,"","",,""
"Alfa-Beta Vassilopoulos","Supermarket","3.74E9",,,14586,"",,"","",,""
"Frontera Energy","Petroleum industry","4.6E9",,,2506,"",,"","",,""
"Fyfe Pty Ltd","Surveying","3.63E7",,,250,"",,"","",,""
"G&L Musical Instruments","Musical instrument","1.8768358E7",,,65,"",,"","",,""
"FriulAdria","Financial services","3.08E8",,,1672,"",,"","",,""
"GE Aviation","Aerospace","1.1499E10",,,48000,"",,"","",,""
"GOME Electrical Appliances","Home appliance","8.662E9",,,34001,"",,"","",,""
"KBR (company)","Engineering,Facility management,General contractor","5.639E9",,,28000,"",,"","",,""
"KUKA","Automation","3.5E9",,,3675,"",,"","",,""
"KUKA","Automation","3.5E9",,,14256,"",,"","",,""
"KUKA","Automation","6.055E8",,,3675,"",,"","",,""
"GPA (company)","Retail","1.38E10",,,91000,"",,"","",,""
"Toll Group","Courier,Logistics,Transport","7.8E9",,,44000,"",,"","",,""
"Torghatten ASA","Transport","11401.0",,,7400,"",,"","",,""
"GP Strategies Corporation","Professional services,Quaternary sector of the economy","5.019E8",,,3300,"",,"","",,""
"Kakao","Internet","4.16E12",,,10644,"",,"","",,""
"Tine (company)","Dairy","2.04E10",,,5600,"",,"","",,""
"Tompkins Financial Corporation","Financial services","3.3681E8",,,1048,"",,"","",,""
"KIPCO","Holding company","2553.0",,,16000,"",,"","",,""
"Kaman Corporation","Aerospace manufacturer","1.59E9",,,5007,"",,"","",,""
"Tinfos","Metal","6000000.0",,,500,"",,"","",,""
"Toronto Hydro","Electric utility","3472.0",,,1400,"",,"","",,""
"Toyo Tires","Automotive industry","0.0",,,12804,"",,"","",,""
"Transocean","List of oilfield service companies,Offshore drilling","3.088E9",,,6600,"",,"","",,""
"TriNet","Professional employer organization","4.5E9",,,3622,"",,"","",,""
"Taylor Woodrow Construction","Civil engineering","2.13E7",,,176,"",,"","",,""
"Universal Robots","Automation","2.19E8",,,700,"",,"","",,""
"Total Quality Logistics","Logistics","4.1",,,8000,"",,"","",,""
"ToursByLocals","Tourism","4.5E7",,,190,"",,"","",,""
"Townsquare Media","Mass media","4.4122E8",,,2900,"",,"","",,""
"Tractor Supply Company","Retail","1.2731E10",,,46000,"",,"","",,""
"TrainOSE","Logistics,Motive power depot,Rail transport","1.0629E8",,,1,"",,"","",,""
"Transgaz","Natural gas","4.67E8",,,4628,"",,"","",,""
"Trane Technologies","Conglomerate (company)","1.2454E10",,,50000,"",,"","",,""
"Toyo Suisan","Food processing","3.4E9",,,4696,"",,"","",,""
"Toyo Suisan","Food processing","3.832E11",,,4696,"",,"","",,""
"Travelgenio","Travel agency","3.44E8",,,200,"",,"","",,""
"Bambi (company)","Brand","7.854E7",,,647,"",,"","",,""
"Horváth-Group","Management consulting","1.96E8",,,1000,"",,"","",,""
"Banco Itaú Argentina","Financial services","2.967E8",,,1650,"",,"","",,""
"Banco de Occidente Credencial","Financial services","9.577E8",,,6828,"",,"","",,""
"Bane NOR Eiendom","Real estate","7.23E8",,,95,"",,"","",,""
"Banif Financial Group","Financial services","5.525E8",,,5400,"",,"","",,""
"Bank AL Habib","Bank,Capital market,Investment banking","3.456E10",,,9415,"",,"","",,""
"Bank Muscat","Financial services","1.5E9",,,3779,"",,"","",,""
"Bath & Body Works, Inc.","Retail","1.184E10",,,59950,"",,"","",,""
"Bausch & Lomb","Medical device","4.871E9",,,12000,"",,"","",,""
"J. Alexander's","Foodservice","3.04E8",,,2700,"",,"","",,""
"JJ Electronic","Electronics","8500000.0",,,181,"",,"","",,""
"Shannon & Wilson","Civil engineering","2.8E7",,,300,"",,"","",,""
"Banorte","Financial services","1.03E10",,,27000,"",,"","",,""
"Banrisul","Financial services","3.0E9",,,10725,"",,"","",,""
"Bausch Health","Pharmaceutical industry","8.601E9",,,21100,"",,"","",,""
"Beacon Building Products","Building material","6.94E9",,,7582,"",,"","",,""
"Beacon Pharmaceuticals","Biotechnology,Pharmaceutical industry","5.6E7",,,4000,"",,"","",,""
"Beasley Broadcast Group","Advertising,Radio broadcasting","2.57E8",,,417,"",,"","",,""
"Beasley Broadcast Group","Advertising,Radio broadcasting","2.62E8",,,748,"",,"","",,""
"J&F Investimentos","Conglomerate (company)","5.31E10",,,275000,"",,"","",,""
"Jadranski naftovod","Petroleum industry","2.881E8",,,382,"",,"","",,""
"Baxters","Food processing","2.486E8",,,1500,"",,"","",,""
"Jack's","Restaurant","5.0E8",,,5200,"",,"","",,""
"Shikoku Electric Power","Electricity","5.26E11",,,4432,"",,"","",,""
"Shimano","Leisure industry,Transport","3.2299E11",,,11829,"",,"","",,""
"Jugopetrol AD","Petroleum","1.154E8",,,200,"",,"","",,""
"Shin-Etsu Chemical","Chemical industry","1.3E10",,,17892,"",,"","",,""
"Sidian Bank","Financial services","8.9415E7",,,590,"",,"","",,""
"The RealReal","Recommerce","3.0E8",,,1700,"",,"","",,""
"Fabryka Samochodów Osobowych","Automotive industry","1.06E10",,,20500,"",,"","",,""
"Marquard & Bahls","Chemical substance,Energy,Energy supply","1.3875E10",,,6715,"",,"","",,""
"Valemus","Civil engineering,Construction","4.8E9",,,6800,"",,"","",,""
"Evotec","Biotechnology,Contract research organization","4.464E8",,,3030,"",,"","",,""
"F-Secure","Software","2.202E8",,,1678,"",,"","",,""
"FamilyMart","Convenience store","477.5",,,16601,"",,"","",,""
"Marvell Technology, Inc.","Semiconductor","2.866E9",,,5200,"",,"","",,""
"Adamo Demolition","Demolition","4.8E7",,,75,"",,"","",,""
"Expedia Group","Travel technology","4.24E9",,,24500,"",,"","",,""
"FNSS Defence Systems","Arms industry","5.15018E8",,,782,"",,"","",,""
"Fairfax Financial","Insurance","1.9794E10",,,44000,"",,"","",,""
"Fayat Group","Construction","4.1E9",,,21505,"",,"","",,""
"FedEx Supply Chain","Transport","4.52E10",,,11000,"",,"","",,""
"Marriott Vacations Worldwide","Hospitality,Tourism","1.75E9",,,10000,"",,"","",,""
"Martin Marietta Inc.","List of building materials","4.7E9",,,8714,"",,"","",,""
"Expensify","Expense management","1.0E8",,,130,"",,"","",,""
"Fahlgren Mortine","Communication","3.0E7",,,171,"",,"","",,""
"Ferd (company)","Holding company","19364.0",,,75,"",,"","",,""
"Fiducia IT","IT service management","1016.1",,,2497,"",,"","",,""
"F5, Inc.","Technology","2090.0",,,6550,"",,"","",,""
"Repower (company)","Energy industry","1.72E9",,,580,"",,"","",,""
"House Foods","Food industry","2.937E11",,,6122,"",,"","",,""
"Fabasoft","Software","5.11E7",,,312,"",,"","",,""
"Rhenus (company)","Logistics","5.4E9",,,33500,"",,"","",,""
"GDF Suez Romania","Natural gas","1.49E9",,,7698,"",,"","",,""
"Howa","Machine","2.02E8",,,849,"",,"","",,""
"Deutsche Börse","Finance","2.936E9",,,6775,"",,"","",,""
"Veolia Transport Nederland","Public transport","3.06E8",,,3069,"",,"","",,""
"Radius (hardware company)","Computer hardware","3.08E8",,,237,"",,"","",,""
"Wang Laboratories","Computer hardware","3.0E9",,,33000,"",,"","",,""
"International Display Works","Technology","7.858E7",,,2500,"",,"","",,""
"The Briad Group","Hospitality","4.0E8",,,6489,"",,"","",,""
"Hornby Railways","Scale model","3.78E7",,,191,"",,"","",,""
"Huatai Securities","Financial services","4.053E10",,,10211,"",,"","",,""
"Humana","Managed care","7.7155E10",,,48700,"",,"","",,""
"Huntington Ingalls Industries","Arms industry,Shipbuilding","9.361E9",,,40000,"",,"","",,""
"Hydro One","Electric utility","5.99E9",,,2018,"",,"","",,""
"Hublot","Watchmaker","2.626E8",,,200,"",,"","",,""
"Hyatt","Hospitality industry","5.02E9",,,130000,"",,"","",,""
"MOS Burger","Foodservice","6.63E8",,,1375,"",,"","",,""
"Magneti Marelli","Automotive industry","7.3E9",,,40500,"",,"","",,""
"IN2","Software","1.548E8",,,2,"",,"","",,""
"Magma Design Automation","Software","1.393E8",,,696,"",,"","",,""
"I&M Bank Rwanda","Financial services","5230000.0",,,410,"",,"","",,""
"I&M Bank Uganda","Financial services","1.053E9",,,340,"",,"","",,""
"IXM","Commodity,Metal,Mining","1.2524E10",,,250,"",,"","",,""
"Man Group","Financial services","9.39E8",,,1400,"",,"","",,""
"ICT Group","Outsourcing","4.53621E8",,,18000,"",,"","",,""
"Macerich","Real estate investment trust","7.86E8",,,670,"",,"","",,""
"Nucor","Steel","2.0139E10",,,26000,"",,"","",,""
"Oki Electric Industry","Electronics,Information technology,Telecommunications","4.72E9",,,21090,"",,"","",,""
"Mandom","Final good","6.622E8",,,2316,"",,"","",,""
"Manila Broadcasting Company","Mass media","1.1E9",,,124,"",,"","",,""
"Northrop Grumman","Aerospace manufacturer,Arms industry","3.5667E10",,,97000,"",,"","",,""
"Northrop Grumman Innovation Systems","Aerospace manufacturer,Arms industry,Space industry","4.455E9",,,12500,"",,"","",,""
"Nvidia","Artificial intelligence,Computer hardware,Consumer electronics,Graphics card,Graphics processing unit,Semiconductor,Video game industry","1.668E10",,,18100,"",,"","",,""
"Northway Bank","Bank,Financial services","7280000.0",,,197,"",,"","",,""
"Numericable","Telecommunications","1314.0",,,2182,"",,"","",,""
"Renishaw plc","Engineering","5.656E8",,,4437,"",,"","",,""
"Rlg Communications","Consumer electronics,Information and communications technology,Social change","1.3E9",,,2500,"",,"","",,""
"Rlg Communications","Consumer electronics,Information and communications technology,Social change","1.5E9",,,2500,"",,"","",,""
"OpenText","Software","3.386E9",,,14307,"",,"","",,""
"Resolute Forest Products","Pulp and paper industry","2.8E9",,,7100,"",,"","",,""
"Revlon","Aroma compound,Cosmetics,Personal care,Skin care","2.334E9",,,5700,"",,"","",,""
"Ridley's Family Markets","Grocery store","3.473E8",,,2000,"",,"","",,""
"Rocket Lab","Launch service provider","4.8399E7",,,500,"",,"","",,""
"Six Flags","Amusement park","1.487E9",,,27000,"",,"","",,""
"Cheminova","Chemical industry","5.0E9",,,2000,"",,"","",,""
"Republika Srpska Railways","Rail transport","3.406E7",,,3082,"",,"","",,""
"Simon Property Group","Real estate investment trust","4.609E9",,,3300,"",,"","",,""
"SkipTheDishes","Online food ordering","5.819E8",,,2000,"",,"","",,""
"SodaStream","Soft drink","4.1313E8",,,1950,"",,"","",,""
"Solaris Bus & Coach","Automotive industry","2.922E8",,,2300,"",,"","",,""
"Sonat","Energy","4.17E9",,,2107,"",,"","",,""
"Sonnen GmbH","Energy industry","4.2E7",,,300,"",,"","",,""
"Dreamusic","Music","3.1021E8",,,33,"",,"","",,""
"Smith Micro Software","Software","5.13E7",,,402,"",,"","",,""
"Sonatrach","Petroleum industry","7.61E10",,,120000,"",,"","",,""
"Southern Natural Gas","Natural gas","5.28E8",,,480,"",,"","",,""
"Operail","Transport","7.291E7",,,694,"",,"","",,""
"Solvay S.A.","Chemical industry,Pharmaceutical industry","8.9E9",,,23000,"",,"","",,""
"Gebr. Heller","Manufacturing","559.0",,,2500,"",,"","",,""
"Sonda S.A.","Information technology","1.4E9",,,23000,"",,"","",,""
"Orange Egypt","Telecommunications","3.3E9",,,152000,"",,"","",,""
"Oriflame","Direct selling","1.3E9",,,6000,"",,"","",,""
"Outokumpu","Stainless steel","5.6E9",,,9915,"",,"","",,""
"Outotec","Engineering","1276.0",,,4012,"",,"","",,""
"PECO-InspX","Quality assurance","5.0E8",,,500,"",,"","",,""
"POET","Ethanol","6.5E9",,,2000,"",,"","",,""
"Parexel","Contract research organization,Medication","2.3E9",,,18900,"",,"","",,""
"Virgin Galactic","Airline","238000.0",,,823,"",,"","",,""
"Voice Media Group","Broadcasting,Publishing","1.452E8",,,148,"",,"","",,""
"Volkswagen Group","Automotive industry","2.22884E11",,,307342,"",,"","",,""
"Park Aerospace Corp","Semiconductor","73.41",,,535,"",,"","",,""
"PCSB Bank","Bank","4.0E7",,,184,"",,"","",,""
"Vista Outdoor","Shooting sports","2.308E9",,,5800,"",,"","",,""
"Vici Properties","Real estate investment trust","1.23E9",,,147,"",,"","",,""
"Vroom (company)","E-commerce","1.1E9",,,944,"",,"","",,""
"W Racing Team","Automotive industry","10.841",,,12,"",,"","",,""
"Wallenius Wilhelmsen Logistics","Freight transport","3.9E9",,,8700,"",,"","",,""
"Walmart de México y Centroamérica","Retail","3.17E10",,,219767,"",,"","",,""
"GoDaddy","Information technology consulting,Internet","2.2319E9",,,7000,"",,"","",,""
"W. R. Grace and Company","Raw material","1.729E9",,,4000,"",,"","",,""
"Aoni Production","Voice acting","2.6E7",,,56,"",,"","",,""
"Gildan","Clothing,Textile industry","1.98E9",,,44000,"",,"","",,""
"Glimcher Realty Trust","Real estate investment trust","3.81E8",,,981,"",,"","",,""
"Votorantim Group","Investment","12.0",,,344,"",,"","",,""
"GlobalSpec","Information technology","10.0",,,201,"",,"","",,""
"Grameenphone","Telecommunications service","1.7E9",,,2086,"",,"","",,""
"Grieg Seafood","Seafood","5.36E8",,,410,"",,"","",,""
"Haemonetics","Health care,Medical device,Software","9.88E8",,,3300,"",,"","",,""
"BAE Systems Maritime – Naval Ships","Arms industry,Naval architecture,Shipbuilding","1.12E9",,,7000,"",,"","",,""
"Good Energy","Renewable energy","124.3",,,299,"",,"","",,""
"Green Lake Jewelry Works","Jewellery","1.0E7",,,32,"",,"","",,""
"Greggs","Food","8.113E8",,,20000,"",,"","",,""
"Grupo Carso","Conglomerate (company)","9.664E10",,,72944,"",,"","",,""
"Grupo Record","Media conglomerate","2250.0",,,9000,"",,"","",,""
"GuideOne Insurance","Insurance","5.868E8",,,620,"",,"","",,""
"Haas Automation","Machine tool,Manufacturing","1.0E9",,,1300,"",,"","",,""
"Habib Group","Conglomerate (company)","5.0E8",,,20000,"",,"","",,""
"Goldman Sachs","Financial services","4.46E10",,,40500,"",,"","",,""
"Gordon Food Service","Foodservice distributor","1.29E10",,,20000,"",,"","",,""
