"name","industry_label_list","revenue","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Play (airline)","Airline",,135,"",,"","",,""
"ROSEN Group","Engineering,Petroleum industry",,3800,"",,"","",,""
"RJ Lee Group","Characterization (materials science),Industrial forensics,Software",,300,"",,"","",,""
"RAFO Onești","Oil refinery",,2600,"",,"","",,""
"RE/MAX","Real estate",,500,"",,"","",,""
"Podium (company)","Software",,820,"",,"","",,""
"Rail India Technical and Economic Service","Infrastructure",,3236,"",,"","",,""
"RBW (company)","Music industry",,76,"",,"","",,""
"RTL Group","Mass media",,16264,"",,"","",,""
"RUAG","Aerospace engineering,Arms industry",,9091,"",,"","",,""
"Podesta Group","Lobbying,Public relations",,70,"",,"","",,""
"Poly Implant Prothèse","Prosthesis",,120,"",,"","",,""
"Platinum Production","Tertiary sector of the economy",,50,"",,"","",,""
"Polin Waterparks","Water park",,550,"",,"","",,""
"Plum Creek Timber","Real estate investment trust",,1300,"",,"","",,""
"Playdead","Video game industry",,50,"",,"","",,""
"PopCap Games","Video game industry",,400,"",,"","",,""
"Radcom Ltd","Technology",,276,"",,"","",,""
"Polycom","Telecommunications",,3451,"",,"","",,""
"Rauma Marine Constructions","Arms industry,Shipbuilding",,182,"",,"","",,""
"Range Resources","Petroleum industry",,655,"",,"","",,""
"Randall Made Knives","Manufacturing",,20,"",,"","",,""
"Ranbaxy Laboratories","Pharmaceutical industry",,10983,"",,"","",,""
"Rapala","Fishing industry",,1971,"",,"","",,""
"Red Eléctrica de España","Public utility",,1695,"",,"","",,""
"Langdon & Seah","Civil engineering,Construction",,3000,"",,"","",,""
"Reed's","Drink",,28,"",,"","",,""
"Imedexchange","Social network,Virtual community",,20,"",,"","",,""
"Iiyama (company)","Computer hardware,Electronics",,1000,"",,"","",,""
"WeatherGard","Window",,150,"",,"","",,""
"Icing Works","Confectionery,Packaging and labeling",,8,"",,"","",,""
"Realtek","Semiconductor",,6098,"",,"","",,""
"Indieflix","Film distribution",,15,"",,"","",,""
"Renewi","Waste management",,8000,"",,"","",,""
"ReNew Power","Renewable energy",,1300,"",,"","",,""
"Spectrum Pharmaceuticals","Medication",,235,"",,"","",,""
"Imageepoch","Video game industry",,120,"",,"","",,""
"Spark New Zealand","Telecommunications",,5562,"",,"","",,""
"SsangYong Motor","Automotive industry",,4365,"",,"","",,""
"Cumerio","Copper",,4,"",,"","",,""
"Cumerio Med","Copper",,1420,"",,"","",,""
"Star Entertainment Group","Gambling,Tourism",,8000,"",,"","",,""
"Staedtler","Stationery",,3000,"",,"","",,""
"Stein Mart","Department store",,11000,"",,"","",,""
"Stada Arzneimittel","Pharmaceutical industry",,10416,"",,"","",,""
"Standard Chartered South Africa","Financial services",,600,"",,"","",,""
"Standard Chartered Zambia","Financial services",,706,"",,"","",,""
"Zalando","E-commerce",,17000,"",,"","",,""
"ZIPAIR Tokyo","Airline",,300,"",,"","",,""
"Zastava TERVO","Arms industry,Automotive industry",,52,"",,"","",,""
"Zandu Realty","Medication,Real estate",,2000,"",,"","",,""
"Yorkshire Trading Company","Retail",,425,"",,"","",,""
"Z-CARD","Marketing",,40,"",,"","",,""
"Zenith Insurance Company","Insurance",,1466,"",,"","",,""
"Yash Birla Group","Conglomerate (company)",,3363,"",,"","",,""
"Yapı Kredi","Bank,Financial services",,16631,"",,"","",,""
"Zenith Data Systems","Computer hardware",,2100,"",,"","",,""
"Zed Group","Digital entertainment",,2000,"",,"","",,""
"Zenefits","Human resource management",,500,"",,"","",,""
"Zain Group","Telecommunications",,7000,"",,"","",,""
"Yurun Group","Meat",,26000,"",,"","",,""
"FreshXpress","Retail",,130,"",,"","",,""
"Panalpina","Transport",,15000,"",,"","",,""
"Omniture","Web analytics",,1000,"",,"","",,""
"Edgilis","Engineering management",,60,"",,"","",,""
"Phoenix Solar","Photovoltaics",,310,"",,"","",,""
"National Center for Regenerative Medicine","Medical research",,100,"",,"","",,""
"SpinVox","Telecommunications",,250,"",,"","",,""
"Apollo Tyres","Tire",,16000,"",,"","",,""
"Apptio","IT service management,Software",,800,"",,"","",,""
"Arch Capital Group","Insurance",,4500,"",,"","",,""
"Arthur J. Gallagher & Co.","Broker,Insurance",,31013,"",,"","",,""
"Arla Foods","Dairy",,18765,"",,"","",,""
"NTT Data Engineering Systems Corporation","Computer-aided design,Computer-aided manufacturing",,294,"",,"","",,""
"ArmorGroup","Government procurement",,8500,"",,"","",,""
"Armature Studio","Video game industry",,50,"",,"","",,""
"Smart Axiata","Telecommunications",,1000,"",,"","",,""
"Flybe","Airline",,1931,"",,"","",,""
"Florida Ice and Farm Company","Brewing,Drink",,6300,"",,"","",,""
"Flensburger Fahrzeugbau","Arms industry,Vehicle",,930,"",,"","",,""
"Flitto","Social,Translation",,40,"",,"","",,""
"Xilloc","Medical device",,10,"",,"","",,""
"Flexport","Freight forwarder,Logistics",,501,"",,"","",,""
"Flowserve","Machine",,17000,"",,"","",,""
"WorldQuant","Financial management",,600,"",,"","",,""
"Asahi Shinkin Bank","Financial services",,1530,"",,"","",,""
"First Assurance Kenya Limited","Financial services",,132,"",,"","",,""
"First Ukrainian International Bank","Financial services",,3899,"",,"","",,""
"3SixtyMedia","Television",,100,"",,"","",,""
"Forest River (company)","Recreational vehicle",,11000,"",,"","",,""
"Financo","Investment banking",,40,"",,"","",,""
"Forever Living Products","Multi-level marketing",,4100,"",,"","",,""
"Bury, Curtis and Kennedy","Engineering,Heavy industry",,1600,"",,"","",,""
"Nexteer Automotive","Automotive industry",,12100,"",,"","",,""
"Nichirei","Convenience food,Meat,Real estate",,12680,"",,"","",,""
"Netto (store)","Retail",,7000,"",,"","",,""
"NetObjects","Internet,Software",,240,"",,"","",,""
"NewBoy","Food,Nursery (room),Stationery,Toy",,1700,"",,"","",,""
"Built Robotics","Robotics",,11,"",,"","",,""
"New Finance Bank","Financial services",,96,"",,"","",,""
"Nidar","Food processing",,600,"",,"","",,""
"Never Summer","Sports equipment",,70,"",,"","",,""
"Nero AG","Software industry",,410,"",,"","",,""
"Budcat Creations","Video game industry",,80,"",,"","",,""
"Next Level Games","Video game industry",,117,"",,"","",,""
"Neterra","Telecommunications",,131,"",,"","",,""
"Networx-BG","Telecommunications",,250,"",,"","",,""
"Nevada Bell","Telecommunications",,850,"",,"","",,""
"Nizam State Railways - Road Transport Division","Bus",,166,"",,"","",,""
"Nippon Soda","Chemical industry",,2702,"",,"","",,""
"Nordica (airline)","Airline",,141,"",,"","",,""
"UniFirst","Clothing industry,Managed services,Workwear",,14000,"",,"","",,""
"NorgesGruppen","Grocery store",,28000,"",,"","",,""
"Carl Kühne KG","Food",,1429,"",,"","",,""
"United Breweries Group","Conglomerate (company)",,50000,"",,"","",,""
"Umweltbank","Direct bank",,172,"",,"","",,""
"UnipolSai","Financial services",,10280,"",,"","",,""
"Unibail-Rodamco-Westfield","Commercial property",,3100,"",,"","",,""
"Carey Olsen","Practice of law",,450,"",,"","",,""
"United Space Alliance","Aerospace engineering",,2800,"",,"","",,""
"United States Commodity Funds","Investment management",,14,"",,"","",,""
"Unimed S.A.","Biomedical engineering",,120,"",,"","",,""
"Valjevo Brewery","Drink",,197,"",,"","",,""
"Urban Outfitters","Retail",,24000,"",,"","",,""
"VIP Industries","Baggage",,5000,"",,"","",,""
"VMLY&R","Marketing communications",,7000,"",,"","",,""
"Upper Deck Company","Collectable,Lithography",,250,"",,"","",,""
"Unity Biotechnology","Biotechnology,Medication",,70,"",,"","",,""
"VSMPO-AVISMA","Metallurgy",,19353,"",,"","",,""
"Valcambi","Refining (metallurgy)",,155,"",,"","",,""
"Vale S.A.","Metal,Mining",,76531,"",,"","",,""
"Uranium Corporation of India","Mining",,4629,"",,"","",,""
"Unitel (Mongolia)","Telecommunications",,1000,"",,"","",,""
"Vanilla Air","Airline",,759,"",,"","",,""
"Hewland","Automotive industry",,130,"",,"","",,""
"Japan Aviation Electronics","Electronics",,6255,"",,"","",,""
"Jebsens","Freight transport",,250,"",,"","",,""
"Verkada","Physical security",,400,"",,"","",,""
"Verkkokauppa.com","Retail",,818,"",,"","",,""
"Via (retailer)","Retail",,52168,"",,"","",,""
"Varian Semiconductor","Semiconductor",,1702,"",,"","",,""
"JDS Development Group","Real estate development",,500,"",,"","",,""
"Herrenknecht","Geotechnical engineering,Heavy equipment",,5426,"",,"","",,""
"Vesuvius plc","Materials science",,10350,"",,"","",,""
"Hill West Architects","Architecture",,100,"",,"","",,""
"JKX Oil & Gas","Petroleum industry",,480,"",,"","",,""
"VetUK","Internet,Online shopping",,35,"",,"","",,""
"Valspar","Coating",,11083,"",,"","",,""
"Higgs and Hill","Construction",,1000,"",,"","",,""
"IKB Deutsche Industriebank","Financial services",,673,"",,"","",,""
"Institute for the Works of Religion","Financial services",,99,"",,"","",,""
"Verisk Analytics","Analytics,Risk assessment",,9300,"",,"","",,""
"Vertical Aerospace","Aerospace",,130,"",,"","",,""
"Hydra Technologies","Aerospace",,100,"",,"","",,""
"Bronto Software","E-commerce,Email marketing,Mobile marketing,Personalization,Social media,Software as a service",,400,"",,"","",,""
"Brown Brothers Harriman & Co.","Commercial bank,Investment banking,Mergers and acquisitions,Private equity,Wealth management",,5701,"",,"","",,""
"Rise FX","Visual effects",,100,"",,"","",,""
"One Energy","Electric utility,Wind power",,50,"",,"","",,""
"Bridgewater Associates","Hedge fund",,1500,"",,"","",,""
"Ohta Production","Tertiary sector of the economy",,50,"",,"","",,""
"Brenntag","Distribution (marketing)",,17500,"",,"","",,""
"Bulgarian Postbank","Financial services",,3000,"",,"","",,""
"Ohpen","Financial technology",,300,"",,"","",,""
"Broadridge Financial Solutions","Financial technology",,10000,"",,"","",,""
"Brim hf.","Fishing industry",,920,"",,"","",,""
"Bumitama Agri","Food processing",,31400,"",,"","",,""
"Burckhardt Compression","Compressor",,2346,"",,"","",,""
"Bremer Woll-Kämmerei","Textile industry",,260,"",,"","",,""
"Bristol Aerospace","Aerospace",,630,"",,"","",,""
"Bunnings Warehouse","Household hardware",,48000,"",,"","",,""
"Bulsatcom","Telecommunications",,1800,"",,"","",,""
"CPS Energy","Energy",,3100,"",,"","",,""
"Cadre (company)","Financial technology,Real estate",,100,"",,"","",,""
"Calimax","Grocery store,Supermarket",,6000,"",,"","",,""
"CYREN","Computer security,Information technology,Software",,219,"",,"","",,""
"Butlin's","Leisure",,3571,"",,"","",,""
"CalAtlantic Homes","Home construction",,3055,"",,"","",,""
"CAMPOST","Courier",,1245,"",,"","",,""
"CSB Bank","Bank,Financial services",,2716,"",,"","",,""
"COFCO Group","Food processing",,110896,"",,"","",,""
"Cadence Bank","Bank",,1818,"",,"","",,""
"CTL Logistics","Rail transport",,2500,"",,"","",,""
"CDS Global","Outsourcing",,2400,"",,"","",,""
"CCP Games","Video game industry",,250,"",,"","",,""
"CIBC World Markets","Investment banking",,1100,"",,"","",,""
"CYTA","Telecommunications",,1834,"",,"","",,""
"CMPC (company)","Pulp and Paper",,17500,"",,"","",,""
"Cartoon Saloon","Entertainment,Mass media",,300,"",,"","",,""
"Candover Investments","Private equity",,40,"",,"","",,""
"Castle Harlan","Private equity",,25,"",,"","",,""
"Camargo Corrêa Desenvolvimento Imobiliário","Real estate",,2000,"",,"","",,""
"Carron Company","Ironworks",,2000,"",,"","",,""
"Capita","Outsourcing,Professional services",,61000,"",,"","",,""
"Capital One","Financial services",,51985,"",,"","",,""
"Capitec Bank","Bank,Financial services",,11440,"",,"","",,""
"Capcom Vancouver","Video game industry",,200,"",,"","",,""
"Carlsberg Srbija","Alcoholic drink",,555,"",,"","",,""
"Centrenergo","Electricity generation",,7800,"",,"","",,""
"Cebu Landmasters","Real estate",,211,"",,"","",,""
"Cellular Abroad","Wireless",,10,"",,"","",,""
"Central Group","Real estate development",,80000,"",,"","",,""
"Central European Media Enterprises","Mass media",,2600,"",,"","",,""
"Cepsa","Petroleum industry",,10119,"",,"","",,""
"Cigna","Insurance,Managed care",,73800,"",,"","",,""
"Citibank Korea","Finance",,3681,"",,"","",,""
"Cathedral Bank","Financial services",,11100,"",,"","",,""
"Certis Group","Company police",,27000,"",,"","",,""
"Chromatic Games","Video game industry",,30,"",,"","",,""
"Clearly","E-commerce",,230,"",,"","",,""
"Commercetools","E-commerce",,269,"",,"","",,""
"Cognizant","Consultant,Information technology,Outsourcing",,330600,"",,"","",,""
"Cleco Holdings","Electric power industry",,1200,"",,"","",,""
"Colliers (company)","Real estate",,15000,"",,"","",,""
"Comodo Cybersecurity","Software",,1200,"",,"","",,""
"Clover Health","Health care",,458,"",,"","",,""
"CommonSpirit Health","Health care",,150000,"",,"","",,""
"Cogobuy","Consumer electronics",,750,"",,"","",,""
"Colgate-Palmolive","Fast-moving consumer goods",,34500,"",,"","",,""
"Comerica","Financial services",,8051,"",,"","",,""
"Community Bank (Oregon)","Bank",,130,"",,"","",,""
"Classy (company)","Crowdfunding",,200,"",,"","",,""
"Cohesity","Information technology",,1200,"",,"","",,""
"Columbia Threadneedle Investments","Investment management",,2000,"",,"","",,""
"Compañía Minera Atacocha","Mining",,2057,"",,"","",,""
"Cloudinary","Technology",,325,"",,"","",,""
"Copa Airlines","Airline",,9450,"",,"","",,""
"Court Square Capital Partners","Private equity",,48,"",,"","",,""
"Copperweld","Electrical conductor",,120,"",,"","",,""
"Cornwall Electric","Electricity retailing",,213,"",,"","",,""
"Convera Corporation","Internet,Software",,32,"",,"","",,""
"Corel","Computer programming,Software",,500,"",,"","",,""
"Container Corporation of India","Transport",,1464,"",,"","",,""
"ConocoPhillips","Petroleum industry",,10400,"",,"","",,""
"Core Laboratories","Petroleum industry",,4700,"",,"","",,""
"CoreCivic","Private prison",,14075,"",,"","",,""
"Comscore","Internet",,1200,"",,"","",,""
"Consorcio ARA","Construction",,8023,"",,"","",,""
"Coriant","Telecommunications",,3000,"",,"","",,""
"Cypress Group","Private equity",,20,"",,"","",,""
"DST Systems","Corporate services",,13420,"",,"","",,""
"DMA Distribuidora","Retail",,15000,"",,"","",,""
"DP World","Sea",,50000,"",,"","",,""
"CyberArk","Software",,1380,"",,"","",,""
"Cyberoam","Antivirus software,Computer security,Network security,Software",,550,"",,"","",,""
"DTN (company)","Agriculture,Fossil fuel,Meteorology,Trade",,750,"",,"","",,""
"Dachser","Logistics",,30609,"",,"","",,""
"Cylance","Computer security",,760,"",,"","",,""
"Curative (company)","Biotechnology,Healthcare industry,List of life sciences",,3000,"",,"","",,""
"DHB Bank","Financial services",,110,"",,"","",,""
"Cumulus Media","Broadcasting",,3646,"",,"","",,""
"CyrusOne","Real estate investment trust",,452,"",,"","",,""
"DASHED","Online food ordering",,122,"",,"","",,""
"DOF Subsea","Subsea (technology)",,1300,"",,"","",,""
"Daou Technology Inc.","Engineering",,469,"",,"","",,""
"Danone North America","Food industry",,3800,"",,"","",,""
"Jewel (supermarket)","Retail",,265000,"",,"","",,""
"Japan Trustee Services Bank","Trustee",,926,"",,"","",,""
"Davis Brody Bond","Architecture,Planning",,100,"",,"","",,""
"Allianz Nigeria Insurance","Insurance",,200,"",,"","",,""
"Damiani (jewelry company)","Jewellery",,567,"",,"","",,""
"Japan Post","Courier",,256572,"",,"","",,""
"Danske Bank (Norway)","Financial services",,1000,"",,"","",,""
"DataDirect Networks","Computer data storage",,1000,"",,"","",,""
"Jeno's Pizza (Colombia)","Restaurant",,1000,"",,"","",,""
"Dancing Deer Baking Co.","Bakery",,75,"",,"","",,""
"Jefferies Group","Investment",,2885,"",,"","",,""
"Danimer Scientific","Bioplastic,Biotechnology",,500,"",,"","",,""
"Alteva","Telecommunications",,120,"",,"","",,""
"Kingfisher Airlines","Airline",,5696,"",,"","",,""
"Kiewit Corporation","Construction,Engineering,Mining",,28000,"",,"","",,""
"Konecranes","Engineering",,17027,"",,"","",,""
"Kirkland's","Retail",,7900,"",,"","",,""
"Konarka Technologies","Solar energy",,70,"",,"","",,""
"Kindred Healthcare","Health care",,38300,"",,"","",,""
"Jolla","Mobile operating system",,50,"",,"","",,""
"Kirloskar Pneumatic Company Limited","Conglomerate (company)",,900,"",,"","",,""
"Klakki","Financial services",,430,"",,"","",,""
"Jirnexu","Financial technology",,51,"",,"","",,""
"BelGioioso Cheese","Food processing",,700,"",,"","",,""
"Kind Consumer","Medication",,15,"",,"","",,""
"BearingPoint","Management consulting,Quaternary sector of the economy",,4648,"",,"","",,""
"Jimmy John's","Restaurant",,45000,"",,"","",,""
"Kistefos","Holding company",,16,"",,"","",,""
"Kimco Realty","Real estate investment trust",,484,"",,"","",,""
"Kogado Studio","Video game industry",,18,"",,"","",,""
"Korea Plant Service & Engineering","Engineering",,4500,"",,"","",,""
"Korea Internet Neutral Exchange","Internet",,126,"",,"","",,""
"LA Productions","Film,Television",,11,"",,"","",,""
"La Rinascente","Retail",,1700,"",,"","",,""
"Lamiplast","Retail",,160,"",,"","",,""
"Labcorp","Health care",,72000,"",,"","",,""
"La comunidad (agency)","Advertising,Brand management,Marketing",,250,"",,"","",,""
"La Polar","Department store",,6000,"",,"","",,""
"Lamy","Writing implement",,350,"",,"","",,""
"Kornit Digital","Printing",,400,"",,"","",,""
"Kuwait Finance House","Bank",,15000,"",,"","",,""
"Landesbank Berlin Holding","Commercial bank",,3210,"",,"","",,""
"Lamar Advertising Company","Advertising,Real estate investment trust",,3300,"",,"","",,""
"L3Harris Technologies","Aerospace,Military",,47000,"",,"","",,""
"Laco","Holding company",,275,"",,"","",,""
"Kværner","Heavy industry",,2700,"",,"","",,""
"DLR Group","Architecture,Engineering",,1200,"",,"","",,""
"Tenaris","List of oilfield service companies",,19399,"",,"","",,""
"DQS","Certification,Educational assessment",,2500,"",,"","",,""
"Testex","Certification",,200,"",,"","",,""
