"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"FoundingYear","0.15789473684210525","FoundingYear-{7.1m_1560+7.1m_1710+7.1m_1763+7.1m_236+7.1m_2400+7.1m_2509+7.1m_280+7.1m_3244+7.1m_3285+7.1m_3873+7.1m_4502+7.1m_5236+7.1m_5270+7.1m_680+7.1m_950+ft_id_1820+ft_id_241+ft_id_523+ft_id_539}","7.1m_1560+7.1m_1710+7.1m_1763+7.1m_236+7.1m_2400+7.1m_2509+7.1m_280+7.1m_3244+7.1m_3285+7.1m_3873+7.1m_4502+7.1m_5236+7.1m_5270+7.1m_680+7.1m_950+ft_id_1820+ft_id_241+ft_id_523+ft_id_539","{2010|1907|2009|2010|1913|2002|1977|1986|2010|2003|1986|1983|1951|1976|2008|2005|1937|1991|1848}","1937",,
"City","0.0","City-{7.1m_2536+ft_id_1776}","7.1m_2536+ft_id_1776","{new york|New York}","New York",,
"Industries","0.782608695652174","Industries-{7.1m_1295+7.1m_2601+7.1m_43+7.1m_4972+7.1m_4995+7.1m_5845+7.1m_5860+7.1m_6273+7.1m_6583+7.1m_758+dbpedia_1774+dbpedia_2404+dbpedia_483+dbpedia_4877+dbpedia_5525+ft_id_1264+ft_id_1427+ft_id_15+ft_id_1540+ft_id_1589+ft_id_1865+ft_id_501+ft_id_921}","7.1m_1295+7.1m_2601+7.1m_43+7.1m_4972+7.1m_4995+7.1m_5845+7.1m_5860+7.1m_6273+7.1m_6583+7.1m_758+dbpedia_1774+dbpedia_2404+dbpedia_483+dbpedia_4877+dbpedia_5525+ft_id_1264+ft_id_1427+ft_id_15+ft_id_1540+ft_id_1589+ft_id_1865+ft_id_501+ft_id_921","{[, hospitality, ]|[, retail, ]|[, oil & energy, ]|[, internet, ]|[, financial services, ]|[, retail, ]|[, internet, ]|[, design, ]|[, retail, ]|[, biotechnology, ]|[, E-commerce, ]|[, Final good, ]|[, Leisure industry
				Transport, ]|[, Paint, ]|[, Leisure industry
				Transport, ]|[, Consumer Durables, ]|[, Consumer Durables, ]|[, Oil & Gas Operations, ]|[, Household & Personal Products, ]|[, Drugs & Biotechnology, ]|[, Construction, ]|[, Chemicals, ]|[, IT Software & Services, ]}","[]",,
"Industries","0.8571428571428571","Industries-{7.1m_4674+7.1m_5255+7.1m_693+dbpedia_1153+dbpedia_2430+ft_id_1991+ft_id_310}","7.1m_4674+7.1m_5255+7.1m_693+dbpedia_1153+dbpedia_2430+ft_id_1991+ft_id_310","{[, oil & energy, ]|[, automotive, ]|[, financial services, ]|[, Cloud computing
				Colocation centre
				Computer security
				Telecommunications, ]|[, Online dating service, ]|[, IT Software & Services, ]|[, Diversified Financials, ]}","[]",,
"FoundingYear","0.0","FoundingYear-{7.1m_43+ft_id_1264}","7.1m_43+ft_id_1264","{1833|1912}","1912",,
"CeoNames","0.5","CeoNames-{dbpedia_5251+ft_id_430}","dbpedia_5251+ft_id_430","{[, , ]|[, Jeffrey L. Harmening, ]}","[, Jeffrey L. Harmening, ]",,
"FoundingYear","1.0","FoundingYear-{ft_id_1227}","ft_id_1227","{1792}","1792",,
"City","1.0","City-{ft_id_174}","ft_id_174","{Charlotte}","Charlotte",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_2645+ft_id_169}","dbpedia_2645+ft_id_169","{22254|30135}","22254",,
"CeoNames","1.0","CeoNames-{dbpedia_1570+ft_id_1376+ft_id_515}","dbpedia_1570+ft_id_1376+ft_id_515","{[, , ]|[, Owen Mahoney, ]|[, Lei Ding, ]}","[, Lei Ding, ]",,
"CeoNames","0.5","CeoNames-{dbpedia_203+ft_id_577}","dbpedia_203+ft_id_577","{[, , ]|[, Paul C. Reilly, ]}","[, Paul C. Reilly, ]",,
"Name","0.4","Name-{7.1m_4799+7.1m_5329+7.1m_8+dbpedia_3172+ft_id_11}","7.1m_4799+7.1m_5329+7.1m_8+dbpedia_3172+ft_id_11","{migros|microstrategy|microsoft|Microsoft|Microsoft}","migros",,
"Name","1.0","Name-{7.1m_4151+ft_id_1732}","7.1m_4151+ft_id_1732","{mitsubishi motors|Mitsubishi Motors}","Mitsubishi Motors",,
"Revenue","1.0","Revenue-{dbpedia_46+ft_id_773}","dbpedia_46+ft_id_773","{1800000000|2715000000}","1800000000",,
"City","0.0","City-{7.1m_207+7.1m_244+7.1m_3262+7.1m_3755+7.1m_4299+ft_id_117+ft_id_1459}","7.1m_207+7.1m_244+7.1m_3262+7.1m_3755+7.1m_4299+ft_id_117+ft_id_1459","{rio de janeiro|paris|hyderabad|columbia|minneapolis|Rio de Janeiro|Paris}","Paris",,
"Country","0.0","Country-{7.1m_2412+7.1m_34+7.1m_939+ft_id_1190+ft_id_479+ft_id_499}","7.1m_2412+7.1m_34+7.1m_939+ft_id_1190+ft_id_479+ft_id_499","{netherlands|united kingdom|south africa|Austria|United Kingdom|Germany}","Austria",,
"Revenue","0.5","Revenue-{dbpedia_2447+ft_id_1627}","dbpedia_2447+ft_id_1627","{2490000000|2752000000}","2490000000",,
"NumberOfEmployees","0.8695652173913043","NumberOfEmployees-{7.1m_1077+7.1m_1125+7.1m_129+7.1m_1438+7.1m_1675+7.1m_1770+7.1m_1804+7.1m_1849+7.1m_1893+7.1m_1898+7.1m_1947+7.1m_254+7.1m_2687+7.1m_3104+7.1m_3346+7.1m_3391+7.1m_3569+7.1m_3688+7.1m_3837+7.1m_4129+7.1m_415+7.1m_4175+7.1m_4220+7.1m_4223+7.1m_452+7.1m_4571+7.1m_461+7.1m_480+7.1m_4927+7.1m_517+7.1m_5178+7.1m_5245+7.1m_5314+7.1m_5383+7.1m_550+7.1m_5843+7.1m_5885+7.1m_5928+7.1m_6155+7.1m_6578+7.1m_6846+7.1m_6993+7.1m_7173+7.1m_90+7.1m_968+7.1m_976+dbpedia_2930+dbpedia_2933+dbpedia_2939+dbpedia_3209+dbpedia_3547+dbpedia_3552+dbpedia_3812+dbpedia_4171+dbpedia_5046+dbpedia_5409+dbpedia_6917+ft_id_1173+ft_id_1234+ft_id_1326+ft_id_1360+ft_id_1463+ft_id_150+ft_id_1882+ft_id_196+ft_id_553+ft_id_595+ft_id_805+ft_id_885}","7.1m_1077+7.1m_1125+7.1m_129+7.1m_1438+7.1m_1675+7.1m_1770+7.1m_1804+7.1m_1849+7.1m_1893+7.1m_1898+7.1m_1947+7.1m_254+7.1m_2687+7.1m_3104+7.1m_3346+7.1m_3391+7.1m_3569+7.1m_3688+7.1m_3837+7.1m_4129+7.1m_415+7.1m_4175+7.1m_4220+7.1m_4223+7.1m_452+7.1m_4571+7.1m_461+7.1m_480+7.1m_4927+7.1m_517+7.1m_5178+7.1m_5245+7.1m_5314+7.1m_5383+7.1m_550+7.1m_5843+7.1m_5885+7.1m_5928+7.1m_6155+7.1m_6578+7.1m_6846+7.1m_6993+7.1m_7173+7.1m_90+7.1m_968+7.1m_976+dbpedia_2930+dbpedia_2933+dbpedia_2939+dbpedia_3209+dbpedia_3547+dbpedia_3552+dbpedia_3812+dbpedia_4171+dbpedia_5046+dbpedia_5409+dbpedia_6917+ft_id_1173+ft_id_1234+ft_id_1326+ft_id_1360+ft_id_1463+ft_id_150+ft_id_1882+ft_id_196+ft_id_553+ft_id_595+ft_id_805+ft_id_885","{14347|7440|76432|13462|16227|11366|22565|8680|8911|7733|9574|49199|7504|3077|9186|4784|4158|5883|6463|4765|48351|5555|8207|7705|49290|2860|20739|36232|4473|33441|7391|4019|4590|3953|26319|6136|4047|2534|3606|5034|5561|9125|1598|42617|15433|8935|367321|19261|78000|20044|21255|35000|113182|19399|65600|19261|26000|33000|22776|418742|26482|5900|99290|71000|104150|90800|27015|19566|20142}","78000",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_244+ft_id_699}","dbpedia_244+ft_id_699","{4500|5200}","4500",,
"FoundingYear","1.0","FoundingYear-{7.1m_4885+ft_id_871}","7.1m_4885+ft_id_871","{1994|1994}","1994",,
"Country","0.3333333333333333","Country-{7.1m_1889+7.1m_3466+7.1m_4794+7.1m_5754+7.1m_975+ft_id_923}","7.1m_1889+7.1m_3466+7.1m_4794+7.1m_5754+7.1m_975+ft_id_923","{india|united states|sweden|germany|united states|Sweden}","india",,
"Industries","1.0","Industries-{7.1m_3180+7.1m_5993+7.1m_6060+ft_id_1197+ft_id_1442}","7.1m_3180+7.1m_5993+7.1m_6060+ft_id_1197+ft_id_1442","{[, medical devices, ]|[, gambling & casinos, ]|[, hospital & health care, ]|[, Technology Hardware & Equipment, ]|[, Chemicals, ]}","[]",,
"City","0.0","City-{7.1m_1026+7.1m_1342+7.1m_3712+7.1m_985+ft_id_906}","7.1m_1026+7.1m_1342+7.1m_3712+7.1m_985+ft_id_906","{hangzhou|dubai|richmond|pittsburgh|New York}","dubai",,
"City","1.0","City-{ft_id_1089}","ft_id_1089","{Medford}","Medford",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_2234+7.1m_615+ft_id_434}","7.1m_2234+7.1m_615+ft_id_434","{12982|22405|71895}","71895",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_324+ft_id_1466}","7.1m_324+ft_id_1466","{37834|96216}","96216",,
"Industries","1.0","Industries-{7.1m_2395+7.1m_5133+ft_id_1484}","7.1m_2395+7.1m_5133+ft_id_1484","{[, computer software, ]|[, transportation/trucking/railroad, ]|[, Banking, ]}","[]",,
"FoundingYear","0.6666666666666666","FoundingYear-{7.1m_1537+7.1m_1701+ft_id_483}","7.1m_1537+7.1m_1701+ft_id_483","{1975|1910|1975}","1975",,
"Country","1.0","Country-{ft_id_570}","ft_id_570","{United States}","United States",,
"CeoNames","1.0","CeoNames-{ft_id_900}","ft_id_900","{[, Steven Cain, ]}","[, Steven Cain, ]",,
"Revenue","0.5","Revenue-{dbpedia_1218+ft_id_1269}","dbpedia_1218+ft_id_1269","{9657000000|12619000000}","9657000000",,
"Country","0.25","Country-{7.1m_2472+7.1m_2483+7.1m_289+7.1m_2986+7.1m_3603+7.1m_4549+7.1m_4960+7.1m_505+7.1m_5879+7.1m_6020+7.1m_6178+ft_id_1116+ft_id_1823+ft_id_381+ft_id_470+ft_id_640}","7.1m_2472+7.1m_2483+7.1m_289+7.1m_2986+7.1m_3603+7.1m_4549+7.1m_4960+7.1m_505+7.1m_5879+7.1m_6020+7.1m_6178+ft_id_1116+ft_id_1823+ft_id_381+ft_id_470+ft_id_640","{united states|switzerland|united states|turkey|united kingdom|united states|italy|united states|finland|brazil|brazil|France|Italy|United States|South Africa|United States}","Italy",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_548+ft_id_16}","7.1m_548+ft_id_16","{13731|355982}","355982",,
"Revenue","1.0","Revenue-{ft_id_1230}","ft_id_1230","{4815000000}","4815000000",,
"FoundingYear","1.0","FoundingYear-{7.1m_4166+ft_id_582}","7.1m_4166+ft_id_582","{2005|2005}","2005",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_28+ft_id_1557}","dbpedia_28+ft_id_1557","{45849|46580}","45849",,
"Revenue","0.5","Revenue-{dbpedia_4330+ft_id_617}","dbpedia_4330+ft_id_617","{5960000000|6566000000}","5960000000",,
"Name","0.0","Name-{7.1m_1778+ft_id_1549}","7.1m_1778+ft_id_1549","{hub international|Huafa Industrial}","Huafa Industrial",,
"Country","0.0","Country-{7.1m_3162+ft_id_1936}","7.1m_3162+ft_id_1936","{netherlands|Canada}","Canada",,
"CeoNames","1.0","CeoNames-{dbpedia_4594+ft_id_1827}","dbpedia_4594+ft_id_1827","{[, , ]|[, Horacio D. Rozanski, ]}","[, Horacio D. Rozanski, ]",,
"Industries","0.5","Industries-{dbpedia_2941+ft_id_1689}","dbpedia_2941+ft_id_1689","{[, Telecommunications, ]|[, Telecommunications Services, ]}","[]",,
"Country","0.6666666666666666","Country-{7.1m_2326+7.1m_3217+ft_id_135}","7.1m_2326+7.1m_3217+ft_id_135","{spain|spain|Spain}","Spain",,
"FoundingYear","1.0","FoundingYear-{ft_id_96}","ft_id_96","{1985}","1985",,
"Revenue","0.5","Revenue-{dbpedia_6+ft_id_221}","dbpedia_6+ft_id_221","{25870000000|28720000000}","25870000000",,
"Name","0.0","Name-{dbpedia_1924+ft_id_853}","dbpedia_1924+ft_id_853","{Kansai Electric Power Company|Kansai Electric Power}","Kansai Electric Power",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_735+dbpedia_2947+ft_id_433}","7.1m_735+dbpedia_2947+ft_id_433","{25217|48000|62000}","48000",,
"CeoNames","1.0","CeoNames-{ft_id_1305+ft_id_688}","ft_id_1305+ft_id_688","{[, Vincent Sorgi, ]|[, Michael H. McGarry, ]}","[, Michael H. McGarry, ]",,
"Country","0.0","Country-{7.1m_639+ft_id_872}","7.1m_639+ft_id_872","{china|China}","China",,
"Industries","1.0","Industries-{dbpedia_2872+ft_id_243}","dbpedia_2872+ft_id_243","{[, Maritime transport, ]|[, Transportation, ]}","[]",,
"Name","0.09090909090909091","Name-{7.1m_294+7.1m_3242+7.1m_5828+7.1m_652+7.1m_6662+7.1m_6792+7.1m_804+dbpedia_650+ft_id_1026+ft_id_1406+ft_id_1908}","7.1m_294+7.1m_3242+7.1m_5828+7.1m_652+7.1m_6662+7.1m_6792+7.1m_804+dbpedia_650+ft_id_1026+ft_id_1406+ft_id_1908","{pearson|pegasystems|perenco|petronas|perspecta|perficient|petsmart|Pegatron|Pegatron|PerkinElmer|Persimmon}","pearson",,
"Country","0.0","Country-{7.1m_213+ft_id_122}","7.1m_213+ft_id_122","{united states|United States}","united states",,
"Revenue","0.5","Revenue-{dbpedia_4728+ft_id_1534}","dbpedia_4728+ft_id_1534","{11|11928000000}","11",,
"Industries","0.8780487804878049","Industries-{7.1m_102+7.1m_119+7.1m_1457+7.1m_1631+7.1m_175+7.1m_1825+7.1m_2275+7.1m_2457+7.1m_2888+7.1m_3404+7.1m_3423+7.1m_3799+7.1m_3830+7.1m_4089+7.1m_4112+7.1m_4295+7.1m_436+7.1m_4383+7.1m_4784+7.1m_4813+7.1m_5030+7.1m_5135+7.1m_5938+7.1m_6196+7.1m_6852+7.1m_7088+7.1m_7202+7.1m_859+7.1m_902+dbpedia_2532+dbpedia_5025+dbpedia_5662+dbpedia_5684+dbpedia_6282+ft_id_1109+ft_id_1256+ft_id_1400+ft_id_167+ft_id_452+ft_id_626+ft_id_73}","7.1m_102+7.1m_119+7.1m_1457+7.1m_1631+7.1m_175+7.1m_1825+7.1m_2275+7.1m_2457+7.1m_2888+7.1m_3404+7.1m_3423+7.1m_3799+7.1m_3830+7.1m_4089+7.1m_4112+7.1m_4295+7.1m_436+7.1m_4383+7.1m_4784+7.1m_4813+7.1m_5030+7.1m_5135+7.1m_5938+7.1m_6196+7.1m_6852+7.1m_7088+7.1m_7202+7.1m_859+7.1m_902+dbpedia_2532+dbpedia_5025+dbpedia_5662+dbpedia_5684+dbpedia_6282+ft_id_1109+ft_id_1256+ft_id_1400+ft_id_167+ft_id_452+ft_id_626+ft_id_73","{[, medical devices, ]|[, pharmaceuticals, ]|[, machinery, ]|[, retail, ]|[, insurance, ]|[, marketing and advertising, ]|[, semiconductors, ]|[, marketing and advertising, ]|[, supermarkets, ]|[, hospital & health care, ]|[, internet, ]|[, biotechnology, ]|[, government administration, ]|[, information technology and services, ]|[, telecommunications, ]|[, telecommunications, ]|[, human resources, ]|[, automotive, ]|[, internet, ]|[, information technology and services, ]|[, broadcast media, ]|[, marketing and advertising, ]|[, automotive, ]|[, insurance, ]|[, insurance, ]|[, pharmaceuticals, ]|[, information technology and services, ]|[, hospital & health care, ]|[, retail, ]|[, Financial services, ]|[, E-commerce, ]|[, Computer hardware
				Consumer electronics
				Graphics card
				Graphics processing unit
				Semiconductor, ]|[, Financial services, ]|[, Medical device, ]|[, Banking, ]|[, Food Markets, ]|[, IT Software & Services, ]|[, Health Care Equipment & Services, ]|[, Semiconductors, ]|[, IT Software & Services, ]|[, Insurance, ]}","[]",,
"CeoNames","0.5","CeoNames-{dbpedia_5613+ft_id_1103}","dbpedia_5613+ft_id_1103","{[, , ]|[, Brendan M. McCracken, ]}","[, Brendan M. McCracken, ]",,
"Industries","0.14285714285714285","Industries-{dbpedia_2202+dbpedia_4656+dbpedia_5964+dbpedia_6562+dbpedia_905+dbpedia_906+ft_id_255}","dbpedia_2202+dbpedia_4656+dbpedia_5964+dbpedia_6562+dbpedia_905+dbpedia_906+ft_id_255","{[, Electric power industry, ]|[, Electric power industry, ]|[, Electric power industry, ]|[, Electric power industry, ]|[, Electric power industry, ]|[, Electric power industry, ]|[, Utilities, ]}","[]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_118+7.1m_1724+7.1m_2860+7.1m_4431+7.1m_4484+ft_id_1323+ft_id_368+ft_id_545}","7.1m_118+7.1m_1724+7.1m_2860+7.1m_4431+7.1m_4484+ft_id_1323+ft_id_368+ft_id_545","{120065|8383|9977|5067|4837|35179|20900|25000}","20900",,
"Name","0.0","Name-{7.1m_2780+7.1m_4058+7.1m_5101+ft_id_845}","7.1m_2780+7.1m_4058+7.1m_5101+ft_id_845","{itaú|itron|itri|ITC}","ITC",,
"FoundingYear","0.2222222222222222","FoundingYear-{7.1m_266+7.1m_3445+7.1m_398+7.1m_648+ft_id_1301+ft_id_1422+ft_id_1501+ft_id_1780+ft_id_375}","7.1m_266+7.1m_3445+7.1m_398+7.1m_648+ft_id_1301+ft_id_1422+ft_id_1501+ft_id_1780+ft_id_375","{1949|1971|1982|1993|2006|1996|1985|1946|1982}","1985",,
"Name","0.6666666666666666","Name-{7.1m_6514+ft_id_555+ft_id_753}","7.1m_6514+ft_id_555+ft_id_753","{keycorp|KeyCorp|Kellogg}","keycorp",,
"Name","0.05555555555555555","Name-{7.1m_1042+7.1m_108+7.1m_1182+7.1m_1249+7.1m_1525+7.1m_2138+7.1m_2206+7.1m_2353+7.1m_2618+7.1m_2950+7.1m_3206+7.1m_3240+7.1m_352+7.1m_393+7.1m_4137+7.1m_518+7.1m_5548+7.1m_5832+7.1m_628+7.1m_635+7.1m_659+7.1m_6671+7.1m_6743+dbpedia_1833+dbpedia_3062+dbpedia_636+ft_id_130+ft_id_1331+ft_id_1786+ft_id_1969+ft_id_266+ft_id_311+ft_id_484+ft_id_563+ft_id_807+ft_id_974}","7.1m_1042+7.1m_108+7.1m_1182+7.1m_1249+7.1m_1525+7.1m_2138+7.1m_2206+7.1m_2353+7.1m_2618+7.1m_2950+7.1m_3206+7.1m_3240+7.1m_352+7.1m_393+7.1m_4137+7.1m_518+7.1m_5548+7.1m_5832+7.1m_628+7.1m_635+7.1m_659+7.1m_6671+7.1m_6743+dbpedia_1833+dbpedia_3062+dbpedia_636+ft_id_130+ft_id_1331+ft_id_1786+ft_id_1969+ft_id_266+ft_id_311+ft_id_484+ft_id_563+ft_id_807+ft_id_974","{manpower|macy's|mazars|mahle|maybank|maximus|mantech|mango|maison|mace|marvalous|manheim|mars|manpowergroup|matrix|manulife|maurices|mabe|mapfre|marsh|mastercard|martins|maif|Mapfre|Mastercard|Maybank|Manulife|Magnit|Manpower|Masco|Mastercard|Marubeni|Maybank|Markel|Mapfre|Macy's}","mabe",,
"Revenue","1.0","Revenue-{ft_id_728}","ft_id_728","{39040000000}","39040000000",,
"Revenue","0.5","Revenue-{dbpedia_12+ft_id_1561}","dbpedia_12+ft_id_1561","{1849|2831000000}","1849",,
"City","0.0","City-{7.1m_1381+7.1m_2981+7.1m_3723+7.1m_3926+ft_id_1439+ft_id_1840+ft_id_326}","7.1m_1381+7.1m_2981+7.1m_3723+7.1m_3926+ft_id_1439+ft_id_1840+ft_id_326","{the hague|copenhagen|santiago|bellevue|Irvine|Tokyo|Bellevue}","Tokyo",,
"Revenue","0.6666666666666666","Revenue-{dbpedia_5590+ft_id_1992+ft_id_609}","dbpedia_5590+ft_id_1992+ft_id_609","{12600000000|336000000|17272000000}","12600000000",,
"City","0.0","City-{7.1m_1416+7.1m_3291+ft_id_176+ft_id_586}","7.1m_1416+7.1m_3291+ft_id_176+ft_id_586","{new york|peking|Rueil-Malmaison|Paris}","Paris",,
"FoundingYear","1.0","FoundingYear-{7.1m_1778}","7.1m_1778","{1998}","1998",,
"Country","0.0","Country-{7.1m_3423+7.1m_3799+7.1m_6852+ft_id_626}","7.1m_3423+7.1m_3799+7.1m_6852+ft_id_626","{china|united states|australia|China}","china",,
"Name","0.6666666666666666","Name-{7.1m_609+dbpedia_5251+ft_id_430}","7.1m_609+dbpedia_5251+ft_id_430","{general mills|General Mills|General Mills}","General Mills",,
"Industries","0.5","Industries-{dbpedia_6434+ft_id_600}","dbpedia_6434+ft_id_600","{[, Public utility, ]|[, Utilities, ]}","[]",,
"FoundingYear","0.6666666666666666","FoundingYear-{7.1m_332+7.1m_3944+ft_id_565}","7.1m_332+7.1m_3944+ft_id_565","{1872|1969|1872}","1872",,
"FoundingYear","0.25","FoundingYear-{7.1m_207+7.1m_244+7.1m_3262+7.1m_3755+7.1m_3864+7.1m_4299+ft_id_117+ft_id_1459}","7.1m_207+7.1m_244+7.1m_3262+7.1m_3755+7.1m_3864+7.1m_4299+ft_id_117+ft_id_1459","{1942|1923|1997|1938|1899|1806|1942|1980}","1942",,
"Revenue","0.5","Revenue-{dbpedia_3711+ft_id_629}","dbpedia_3711+ft_id_629","{21965000000|15790000000}","21965000000",,
"Name","0.0","Name-{7.1m_2138+7.1m_635+7.1m_659+ft_id_1786+ft_id_563+ft_id_974}","7.1m_2138+7.1m_635+7.1m_659+ft_id_1786+ft_id_563+ft_id_974","{maximus|marsh|mastercard|Manpower|Markel|Macy's}","marsh",,
"FoundingYear","0.0","FoundingYear-{7.1m_1965+ft_id_233}","7.1m_1965+ft_id_233","{1989|1973}","1973",,
"City","1.0","City-{ft_id_1086}","ft_id_1086","{Mexico City}","Mexico City",,
"FoundingYear","1.0","FoundingYear-{ft_id_99}","ft_id_99","{1907}","1907",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_2192+ft_id_1793}","dbpedia_2192+ft_id_1793","{11501|13724}","11501",,
"Revenue","0.5","Revenue-{dbpedia_483+dbpedia_5525+ft_id_1427+ft_id_1865}","dbpedia_483+dbpedia_5525+ft_id_1427+ft_id_1865","{322990000000|2930000000|4974000000|13008000000}","322990000000",,
"Industries","1.0","Industries-{7.1m_3844+7.1m_6558+dbpedia_494+ft_id_1310}","7.1m_3844+7.1m_6558+dbpedia_494+ft_id_1310","{[, telecommunications, ]|[, telecommunications, ]|[, Semiconductor, ]|[, Semiconductors, ]}","[]",,
"Name","0.5","Name-{dbpedia_4250+ft_id_1153}","dbpedia_4250+ft_id_1153","{Bank Negara Indonesia|Bank Negara Indonesia}","Bank Negara Indonesia",,
"Name","0.5","Name-{dbpedia_4623+ft_id_1854}","dbpedia_4623+ft_id_1854","{Nanto Bank|Nanto Bank}","Nanto Bank",,
"Industries","1.0","Industries-{7.1m_856+ft_id_1347+ft_id_1471+ft_id_54}","7.1m_856+ft_id_1347+ft_id_1471+ft_id_54","{[, banking, ]|[, Banking, ]|[, Banking, ]|[, Banking, ]}","[]",,
"Country","1.0","Country-{ft_id_927}","ft_id_927","{United States}","United States",,
"Country","0.0","Country-{7.1m_1241+ft_id_347}","7.1m_1241+ft_id_347","{germany|United States}","germany",,
"Name","0.6666666666666666","Name-{7.1m_62+dbpedia_1325+ft_id_35}","7.1m_62+dbpedia_1325+ft_id_35","{morgan stanley|Morgan Stanley|Morgan Stanley}","morgan stanley","true","Morgan Stanley"
"FoundingYear","0.0","FoundingYear-{7.1m_4021+7.1m_5722+7.1m_764+ft_id_143}","7.1m_4021+7.1m_5722+7.1m_764+ft_id_143","{1896|1882|1962|1949}","1949",,
"Name","0.0","Name-{7.1m_289+7.1m_2986+7.1m_505+ft_id_470}","7.1m_289+7.1m_2986+7.1m_505+ft_id_470","{fis|finansbank|fiserv|FirstRand}","fis",,
"Country","0.0","Country-{7.1m_4060+ft_id_1334}","7.1m_4060+ft_id_1334","{denmark|United States}","denmark",,
"City","1.0","City-{ft_id_1085}","ft_id_1085","{Kuwait City}","Kuwait City",,
"Industries","0.6666666666666666","Industries-{7.1m_6712+dbpedia_2123+ft_id_525}","7.1m_6712+dbpedia_2123+ft_id_525","{[, construction, ]|[, Conglomerate (company), ]|[, Construction, ]}","[]",,
"City","0.0","City-{7.1m_43+7.1m_4972+7.1m_4995+7.1m_6583+7.1m_758+ft_id_1264+ft_id_15+ft_id_921}","7.1m_43+7.1m_4972+7.1m_4995+7.1m_6583+7.1m_758+ft_id_1264+ft_id_15+ft_id_921","{the hague|ottawa|bombay|altoona|dublin|Sakai|London|Ottawa}","Sakai",,
"NumberOfEmployees","0.8823529411764706","NumberOfEmployees-{7.1m_1386+7.1m_1913+7.1m_2562+7.1m_2567+7.1m_2585+7.1m_2782+7.1m_320+7.1m_326+7.1m_4720+7.1m_5031+7.1m_5141+7.1m_691+7.1m_913+dbpedia_178+dbpedia_2189+ft_id_1241+ft_id_1710}","7.1m_1386+7.1m_1913+7.1m_2562+7.1m_2567+7.1m_2585+7.1m_2782+7.1m_320+7.1m_326+7.1m_4720+7.1m_5031+7.1m_5141+7.1m_691+7.1m_913+dbpedia_178+dbpedia_2189+ft_id_1241+ft_id_1710","{14346|7455|8075|7062|7655|6104|36290|46456|7343|7209|3863|21050|19483|20500|215000|20030|248300}","20500",,
"City","1.0","City-{ft_id_529}","ft_id_529","{Schindellegi}","Schindellegi",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_6547+ft_id_1839}","dbpedia_6547+ft_id_1839","{4000|3153}","4000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1042+7.1m_1525+7.1m_2138+7.1m_2618+7.1m_2950+7.1m_3206+7.1m_352+7.1m_518+7.1m_5548+7.1m_628+7.1m_635+7.1m_659+7.1m_6743+ft_id_130+ft_id_1786+ft_id_1969+ft_id_563+ft_id_974}","7.1m_1042+7.1m_1525+7.1m_2138+7.1m_2618+7.1m_2950+7.1m_3206+7.1m_352+7.1m_518+7.1m_5548+7.1m_628+7.1m_635+7.1m_659+7.1m_6743+ft_id_130+ft_id_1786+ft_id_1969+ft_id_563+ft_id_974","{25768|10475|9896|3655|6622|3036|37881|25980|7313|21729|28205|18900|2747|38000|30000|20000|20300|88857}","20000",,
"Name","0.5","Name-{dbpedia_537+ft_id_302}","dbpedia_537+ft_id_302","{Nucor|Nucor}","Nucor",,
"Industries","0.5","Industries-{dbpedia_1992+ft_id_962}","dbpedia_1992+ft_id_962","{[, Apartment, ]|[, Diversified Financials, ]}","[]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1171+ft_id_1216}","7.1m_1171+ft_id_1216","{16453|2106}","2106",,
"FoundingYear","0.0","FoundingYear-{7.1m_1148+7.1m_1882+7.1m_285+7.1m_6249+ft_id_1013}","7.1m_1148+7.1m_1882+7.1m_285+7.1m_6249+ft_id_1013","{1967|1978|1958|2008|1972}","1972",,
"City","0.0","City-{7.1m_1280+ft_id_1055+ft_id_1189+ft_id_12+ft_id_1444}","7.1m_1280+ft_id_1055+ft_id_1189+ft_id_12+ft_id_1444","{xicheng district|Chengdu|Changsha|Beijing|Chongqing}","Beijing","true","Beijing"
